GK_HOME_GOALS_CONCEDED,GK_AWAY_GOALS_CONCEDED,NO_OF_DF_HOME,DF_MEAN_HOME_GOALS_CONCEDED,DF_MEAN_HOME_MINUTES_PLAYED,DF_MEAN_HOME_APPEARANCES,NO_OF_MF_HOME,MF_MEAN_HOME_GOALS_CONCEDED,MF_MEAN_HOME_MINUTES_PLAYED,MF_MEAN_HOME_APPEARANCES,NO_OF_ATK_HOME,ATK_MEAN_HOME_MINUTES_PLAYED,ATK_MEAN_HOME_APPEARANCES,ATK_MEAN_HOME_GOALS_CONCEDED,ATK_MEAN_HOME_SUBSTITUTIONS_IN,ATK_MEAN_HOME_SUBSTITUTIONS_OUT,NO_OF_DF_AWAY,DF_MEAN_AWAY_GOALS_CONCEDED,DF_MEAN_AWAY_MINUTES_PLAYED,DF_MEAN_AWAY_APPEARANCES,NO_OF_MF_AWAY,MF_MEAN_AWAY_GOALS_CONCEDED,MF_MEAN_AWAY_MINUTES_PLAYED,MF_MEAN_AWAY_APPEARANCES,NO_OF_ATK_AWAY,ATK_MEAN_AWAY_MINUTES_PLAYED,ATK_MEAN_AWAY_APPEARANCES,ATK_MEAN_AWAY_GOALS_CONCEDED,ATK_MEAN_AWAY_SUBSTITUTIONS_IN,ATK_MEAN_AWAY_SUBSTITUTIONS_OUT
10.0,17.0,4,13.25,783.75,10.0,5,15.6,998.2,13.8,1,777.0,17.0,8.0,9.0,6.0,4,13.0,675.75,10.0,5,12.8,658.6,10.2,1,420.0,11.0,8.0,8.0,1.0
