GK_HOME_GOALS_CONCEDED,GK_AWAY_GOALS_CONCEDED,NO_OF_DF_HOME,NO_OF_MF_HOME,NO_OF_ATK_HOME,NO_OF_DF_AWAY,NO_OF_MF_AWAY,NO_OF_ATK_AWAY,DF_SUM_HOME_GOALS_CONCEDED,DF_SUM_HOME_MINUTES_PLAYED,DF_SUM_HOME_APPEARANCES,MF_SUM_HOME_GOALS_CONCEDED,MF_SUM_HOME_MINUTES_PLAYED,MF_SUM_HOME_APPEARANCES,ATK_SUM_HOME_MINUTES_PLAYED,ATK_SUM_HOME_APPEARANCES,ATK_SUM_HOME_GOALS_CONCEDED,ATK_SUM_HOME_SUBSTITUTIONS_IN,ATK_SUM_HOME_SUBSTITUTIONS_OUT,DF_SUM_AWAY_GOALS_CONCEDED,DF_SUM_AWAY_MINUTES_PLAYED,DF_SUM_AWAY_APPEARANCES,MF_SUM_AWAY_GOALS_CONCEDED,MF_SUM_AWAY_MINUTES_PLAYED,MF_SUM_AWAY_APPEARANCES,ATK_SUM_AWAY_MINUTES_PLAYED,ATK_SUM_AWAY_APPEARANCES,ATK_SUM_AWAY_GOALS_CONCEDED,ATK_SUM_AWAY_SUBSTITUTIONS_IN,ATK_SUM_AWAY_SUBSTITUTIONS_OUT,DF_MEAN_HOME_GOALS_CONCEDED,DF_MEAN_HOME_MINUTES_PLAYED,DF_MEAN_HOME_APPEARANCES,MF_MEAN_HOME_GOALS_CONCEDED,MF_MEAN_HOME_MINUTES_PLAYED,MF_MEAN_HOME_APPEARANCES,ATK_MEAN_HOME_MINUTES_PLAYED,ATK_MEAN_HOME_APPEARANCES,ATK_MEAN_HOME_GOALS_CONCEDED,ATK_MEAN_HOME_SUBSTITUTIONS_IN,ATK_MEAN_HOME_SUBSTITUTIONS_OUT,DF_MEAN_AWAY_GOALS_CONCEDED,DF_MEAN_AWAY_MINUTES_PLAYED,DF_MEAN_AWAY_APPEARANCES,MF_MEAN_AWAY_GOALS_CONCEDED,MF_MEAN_AWAY_MINUTES_PLAYED,MF_MEAN_AWAY_APPEARANCES,ATK_MEAN_AWAY_MINUTES_PLAYED,ATK_MEAN_AWAY_APPEARANCES,ATK_MEAN_AWAY_GOALS_CONCEDED,ATK_MEAN_AWAY_SUBSTITUTIONS_IN,ATK_MEAN_AWAY_SUBSTITUTIONS_OUT
10.0,17.0,4,5,1,4,5,1,53.0,3135.0,40.0,78.0,4991.0,69.0,777.0,17.0,8.0,9.0,6.0,52.0,2703.0,40.0,64.0,3293.0,51.0,420.0,11.0,8.0,8.0,1.0,13.25,783.75,10.0,15.6,998.2,13.8,777.0,17.0,8.0,9.0,6.0,13.0,675.75,10.0,12.8,658.6,10.2,420.0,11.0,8.0,8.0,1.0
