GK_HOME_GOALS_CONCEDED,GK_AWAY_GOALS_CONCEDED,NO_OF_DF_HOME,DF_SUM_HOME_GOALS_CONCEDED,DF_SUM_HOME_MINUTES_PLAYED,DF_SUM_HOME_APPEARANCES,NO_OF_MF_HOME,MF_SUM_HOME_GOALS_CONCEDED,MF_SUM_HOME_MINUTES_PLAYED,MF_SUM_HOME_APPEARANCES,NO_OF_ATK_HOME,ATK_SUM_HOME_MINUTES_PLAYED,ATK_SUM_HOME_APPEARANCES,ATK_SUM_HOME_GOALS_CONCEDED,ATK_SUM_HOME_SUBSTITUTIONS_IN,ATK_SUM_HOME_SUBSTITUTIONS_OUT,NO_OF_DF_AWAY,DF_SUM_AWAY_GOALS_CONCEDED,DF_SUM_AWAY_MINUTES_PLAYED,DF_SUM_AWAY_APPEARANCES,NO_OF_MF_AWAY,MF_SUM_AWAY_GOALS_CONCEDED,MF_SUM_AWAY_MINUTES_PLAYED,MF_SUM_AWAY_APPEARANCES,NO_OF_ATK_AWAY,ATK_SUM_AWAY_MINUTES_PLAYED,ATK_SUM_AWAY_APPEARANCES,ATK_SUM_AWAY_GOALS_CONCEDED,ATK_SUM_AWAY_SUBSTITUTIONS_IN,ATK_SUM_AWAY_SUBSTITUTIONS_OUT
10.0,17.0,4,53.0,3135.0,40.0,5,78.0,4991.0,69.0,1,777.0,17.0,8.0,9.0,6.0,4,52.0,2703.0,40.0,5,64.0,3293.0,51.0,1,420.0,11.0,8.0,8.0,1.0
