target,rank,model_type,variant,cv_rmse,cv_rmse_run_std,cv_rmse_fold_std,cv_mae,cv_mae_run_std,cv_rmse_pct,cv_mae_pct,val_rmse,val_mae,n_runs
HOME_YELLOWCARDS,8,lstm_mlp_multioutput_torch,cform_diffmean_diffsum_form_mean_nplayers_odds_raw_stage_sum,1.341658,0.005481,0.0460519999999999,1.0697675,0.0036724999999999,70.63,56.315,1.2887415,1.042174,2
HOME_YELLOWCARDS,9,lstm_mlp_torch,cform_diffmean_diffsum_form_mean_nplayers_odds_raw_stage_sum,1.342279,0.0,0.045333,1.080583,0.0,70.66,56.89,1.330924,1.096416,1
HOME_YELLOWCARDS,10,mlp_multioutput_torch,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,1.342512,0.000657,0.046934,1.0745695,0.0031565,70.625,56.53,1.299313,1.0496185,2
HOME_YELLOWCARDS,11,lstm_mlp_multioutput_torch,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,1.3429365,0.0019015,0.042683,1.0745345,0.0007105,70.69999999999999,56.565,1.3103475,1.068452,2
HOME_YELLOWCARDS,12,mlp_multioutput_torch,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,1.3472835,0.0055005,0.04278,1.081439,0.0088699999999999,70.88,56.89,1.301798,1.0551475,2
HOME_YELLOWCARDS,13,mlp_multioutput_torch,cform_diffmean_diffsum_form_mean_nplayers_odds_stage_sum,1.3496395,0.0049875,0.039204,1.0803145,0.0010525,71.0,56.835,1.3057195,1.0510465,2
HOME_YELLOWCARDS,14,mlp_multioutput_torch,cform_diffmean_diffsum_form_mean_nplayers_odds_raw_stage_sum,1.3503444999999998,0.0136405,0.0405149999999999,1.0772875000000002,0.0121725,71.03999999999999,56.67,1.3042725000000002,1.054317,2
HOME_YELLOWCARDS,15,mlp_torch,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,1.3504665,0.0035175,0.0474175,1.0833755,0.0012455,71.045,56.995000000000005,1.32073,1.062423,2
HOME_YELLOWCARDS,16,lstm_mlp_torch,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,1.351873,0.0066449999999999,0.0475644999999999,1.0871985,0.0075344999999999,71.16999999999999,57.235,1.3136555,1.060842,2
HOME_YELLOWCARDS,17,mlp_torch,cform_diffmean_diffsum_form_mean_nplayers_odds_raw_stage_sum,1.354912,0.0,0.045059,1.089628,0.0,71.28,57.32,1.311044,1.072484,1
HOME_YELLOWCARDS,18,mlp_torch,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,1.3646335,0.0001594999999999,0.0419255,1.0903895,0.0019194999999999,71.78999999999999,57.36,1.3307625,1.077176,2
HOME_YELLOWCARDS,19,mlp_torch,cform_diffmean_diffsum_form_mean_nplayers_odds_stage_sum,1.3701315,0.0021474999999999,0.04864,1.0999560000000002,0.0034049999999999,72.08,57.865,1.3272335000000002,1.0856050000000002,2
HOME_YELLOWCARDS,20,lstm_mlp_torch,cform_diffmean_diffsum_form_mean_nplayers_odds_stage_sum,1.371171,0.0,0.047312,1.104173,0.0,72.18,58.13,1.336167,1.088703,1
AWAY_YELLOWCARDS,1,xgb,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,1.43054,0.0,0.044669,1.14062,0.0,66.78,53.24,1.532826,1.217239,1
AWAY_YELLOWCARDS,2,xgb,cform_diffmean_diffsum_form_mean_nplayers_odds_raw_stage_sum,1.430841,0.000429,0.0417315,1.141041,0.0004199999999999,66.78999999999999,53.260000000000005,1.5175025,1.1978665,2
AWAY_YELLOWCARDS,3,xgb,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,1.4326065,0.0017085,0.041565,1.140533,0.0014769999999999,66.87,53.24,1.528304,1.2120815,2
AWAY_YELLOWCARDS,4,lstm_mlp_multioutput_torch,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,1.434618,0.002461,0.0459165,1.1397374999999998,0.0053225,67.255,53.43,1.5386485,1.2314855,2
AWAY_YELLOWCARDS,5,xgb,cform_diffmean_diffsum_form_mean_nplayers_odds_stage_sum,1.436711,0.003568,0.0438335,1.1457199999999998,0.0027389999999999,67.065,53.48,1.51754,1.1981039999999998,2
AWAY_YELLOWCARDS,6,lstm_mlp_torch,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,1.438213,0.0068369999999999,0.048531,1.1483395,0.0054204999999999,67.43,53.835,1.561838,1.256716,2
AWAY_YELLOWCARDS,7,lstm_mlp_multioutput_torch,cform_diffmean_diffsum_form_mean_nplayers_odds_raw_stage_sum,1.4397075,0.0120445,0.0444965,1.1476425,0.0094735,67.495,53.805,1.5410005,1.2268455,2
AWAY_YELLOWCARDS,8,lstm_mlp_multioutput_torch,cform_diffmean_diffsum_form_mean_nplayers_odds_stage_sum,1.440746,0.0103179999999999,0.056033,1.1432639999999998,0.008198,67.545,53.6,1.5460444999999998,1.2321785,2
AWAY_YELLOWCARDS,9,mlp_multioutput_torch,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,1.444991,0.0033549999999999,0.046244,1.1501365,0.0083384999999999,67.45,53.69,1.5570905,1.2458235,2
