GK_HOME_GOALS_CONCEDED,GK_AWAY_GOALS_CONCEDED,NO_OF_DF_HOME,DF_SUM_HOME_GOALS_CONCEDED,DF_SUM_HOME_MINUTES_PLAYED,DF_SUM_HOME_APPEARANCES,NO_OF_MF_HOME,MF_SUM_HOME_GOALS_CONCEDED,MF_SUM_HOME_MINUTES_PLAYED,MF_SUM_HOME_APPEARANCES,NO_OF_ATK_HOME,ATK_SUM_HOME_MINUTES_PLAYED,ATK_SUM_HOME_APPEARANCES,ATK_SUM_HOME_GOALS_CONCEDED,ATK_SUM_HOME_SUBSTITUTIONS_IN,ATK_SUM_HOME_SUBSTITUTIONS_OUT,NO_OF_DF_AWAY,DF_SUM_AWAY_GOALS_CONCEDED,DF_SUM_AWAY_MINUTES_PLAYED,DF_SUM_AWAY_APPEARANCES,NO_OF_MF_AWAY,MF_SUM_AWAY_GOALS_CONCEDED,MF_SUM_AWAY_MINUTES_PLAYED,MF_SUM_AWAY_APPEARANCES,NO_OF_ATK_AWAY,ATK_SUM_AWAY_MINUTES_PLAYED,ATK_SUM_AWAY_APPEARANCES,ATK_SUM_AWAY_GOALS_CONCEDED,ATK_SUM_AWAY_SUBSTITUTIONS_IN,ATK_SUM_AWAY_SUBSTITUTIONS_OUT
9.0,2.0,4,31.0,3422.0,42.0,3,9.0,1354.0,25.0,3,2244.0,35.0,20.0,11.0,11.0,4,13.0,2316.0,29.0,5,20.0,3671.0,44.0,1,529.0,9.0,8.0,3.0,6.0
