GK_HOME_GOALS_CONCEDED,DF1_HOME_GOALS_CONCEDED,DF1_HOME_MINUTES_PLAYED,DF1_HOME_APPEARANCES,DF2_HOME_GOALS_CONCEDED,DF2_HOME_MINUTES_PLAYED,DF2_HOME_APPEARANCES,DF3_HOME_GOALS_CONCEDED,DF3_HOME_MINUTES_PLAYED,DF3_HOME_APPEARANCES,DF4_HOME_GOALS_CONCEDED,DF4_HOME_MINUTES_PLAYED,DF4_HOME_APPEARANCES,DF5_HOME_GOALS_CONCEDED,DF5_HOME_MINUTES_PLAYED,DF5_HOME_APPEARANCES,DF6_HOME_GOALS_CONCEDED,DF6_HOME_MINUTES_PLAYED,DF6_HOME_APPEARANCES,NO_OF_DF_HOME,MF1_HOME_GOALS_CONCEDED,MF1_HOME_MINUTES_PLAYED,MF1_HOME_APPEARANCES,MF2_HOME_GOALS_CONCEDED,MF2_HOME_MINUTES_PLAYED,MF2_HOME_APPEARANCES,MF3_HOME_GOALS_CONCEDED,MF3_HOME_MINUTES_PLAYED,MF3_HOME_APPEARANCES,MF4_HOME_GOALS_CONCEDED,MF4_HOME_MINUTES_PLAYED,MF4_HOME_APPEARANCES,MF5_HOME_GOALS_CONCEDED,MF5_HOME_MINUTES_PLAYED,MF5_HOME_APPEARANCES,MF6_HOME_GOALS_CONCEDED,MF6_HOME_MINUTES_PLAYED,MF6_HOME_APPEARANCES,NO_OF_MF_HOME,ATK1_HOME_MINUTES_PLAYED,ATK1_HOME_APPEARANCES,ATK1_HOME_GOALS_CONCEDED,ATK1_HOME_SUBSTITUTIONS_IN,ATK1_HOME_SUBSTITUTIONS_OUT,ATK2_HOME_MINUTES_PLAYED,ATK2_HOME_APPEARANCES,ATK2_HOME_GOALS_CONCEDED,ATK2_HOME_SUBSTITUTIONS_IN,ATK2_HOME_SUBSTITUTIONS_OUT,ATK3_HOME_MINUTES_PLAYED,ATK3_HOME_APPEARANCES,ATK3_HOME_GOALS_CONCEDED,ATK3_HOME_SUBSTITUTIONS_IN,ATK3_HOME_SUBSTITUTIONS_OUT,ATK4_HOME_MINUTES_PLAYED,ATK4_HOME_APPEARANCES,ATK4_HOME_GOALS_CONCEDED,ATK4_HOME_SUBSTITUTIONS_IN,ATK4_HOME_SUBSTITUTIONS_OUT,NO_OF_ATK_HOME,GK_AWAY_GOALS_CONCEDED,DF1_AWAY_GOALS_CONCEDED,DF1_AWAY_MINUTES_PLAYED,DF1_AWAY_APPEARANCES,DF2_AWAY_GOALS_CONCEDED,DF2_AWAY_MINUTES_PLAYED,DF2_AWAY_APPEARANCES,DF3_AWAY_GOALS_CONCEDED,DF3_AWAY_MINUTES_PLAYED,DF3_AWAY_APPEARANCES,DF4_AWAY_GOALS_CONCEDED,DF4_AWAY_MINUTES_PLAYED,DF4_AWAY_APPEARANCES,DF5_AWAY_GOALS_CONCEDED,DF5_AWAY_MINUTES_PLAYED,DF5_AWAY_APPEARANCES,DF6_AWAY_GOALS_CONCEDED,DF6_AWAY_MINUTES_PLAYED,DF6_AWAY_APPEARANCES,NO_OF_DF_AWAY,MF1_AWAY_GOALS_CONCEDED,MF1_AWAY_MINUTES_PLAYED,MF1_AWAY_APPEARANCES,MF2_AWAY_GOALS_CONCEDED,MF2_AWAY_MINUTES_PLAYED,MF2_AWAY_APPEARANCES,MF3_AWAY_GOALS_CONCEDED,MF3_AWAY_MINUTES_PLAYED,MF3_AWAY_APPEARANCES,MF4_AWAY_GOALS_CONCEDED,MF4_AWAY_MINUTES_PLAYED,MF4_AWAY_APPEARANCES,MF5_AWAY_GOALS_CONCEDED,MF5_AWAY_MINUTES_PLAYED,MF5_AWAY_APPEARANCES,MF6_AWAY_GOALS_CONCEDED,MF6_AWAY_MINUTES_PLAYED,MF6_AWAY_APPEARANCES,NO_OF_MF_AWAY,ATK1_AWAY_MINUTES_PLAYED,ATK1_AWAY_APPEARANCES,ATK1_AWAY_GOALS_CONCEDED,ATK1_AWAY_SUBSTITUTIONS_IN,ATK1_AWAY_SUBSTITUTIONS_OUT,ATK2_AWAY_MINUTES_PLAYED,ATK2_AWAY_APPEARANCES,ATK2_AWAY_GOALS_CONCEDED,ATK2_AWAY_SUBSTITUTIONS_IN,ATK2_AWAY_SUBSTITUTIONS_OUT,ATK3_AWAY_MINUTES_PLAYED,ATK3_AWAY_APPEARANCES,ATK3_AWAY_GOALS_CONCEDED,ATK3_AWAY_SUBSTITUTIONS_IN,ATK3_AWAY_SUBSTITUTIONS_OUT,ATK4_AWAY_MINUTES_PLAYED,ATK4_AWAY_APPEARANCES,ATK4_AWAY_GOALS_CONCEDED,ATK4_AWAY_SUBSTITUTIONS_IN,ATK4_AWAY_SUBSTITUTIONS_OUT,NO_OF_ATK_AWAY
9.0,7.0,855.0,13.0,7.0,990.0,11.0,6.0,804.0,9.0,11.0,773.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2.0,222.0,7.0,0.0,126.0,5.0,7.0,1006.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,764.0,9.0,6.0,0.0,4.0,817.0,12.0,8.0,3.0,3.0,663.0,14.0,6.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,3,2.0,4.0,277.0,5.0,2.0,649.0,7.0,3.0,840.0,9.0,4.0,550.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2.0,784.0,9.0,3.0,676.0,8.0,3.0,809.0,9.0,3.0,638.0,9.0,9.0,764.0,9.0,0.0,0.0,0.0,5,529.0,9.0,8.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
