GK_HOME_GOALS_CONCEDED,GK_AWAY_GOALS_CONCEDED,NO_OF_DF_HOME,DF_MEAN_HOME_GOALS_CONCEDED,DF_MEAN_HOME_MINUTES_PLAYED,DF_MEAN_HOME_APPEARANCES,NO_OF_MF_HOME,MF_MEAN_HOME_GOALS_CONCEDED,MF_MEAN_HOME_MINUTES_PLAYED,MF_MEAN_HOME_APPEARANCES,NO_OF_ATK_HOME,ATK_MEAN_HOME_MINUTES_PLAYED,ATK_MEAN_HOME_APPEARANCES,ATK_MEAN_HOME_GOALS_CONCEDED,ATK_MEAN_HOME_SUBSTITUTIONS_IN,ATK_MEAN_HOME_SUBSTITUTIONS_OUT,NO_OF_DF_AWAY,DF_MEAN_AWAY_GOALS_CONCEDED,DF_MEAN_AWAY_MINUTES_PLAYED,DF_MEAN_AWAY_APPEARANCES,NO_OF_MF_AWAY,MF_MEAN_AWAY_GOALS_CONCEDED,MF_MEAN_AWAY_MINUTES_PLAYED,MF_MEAN_AWAY_APPEARANCES,NO_OF_ATK_AWAY,ATK_MEAN_AWAY_MINUTES_PLAYED,ATK_MEAN_AWAY_APPEARANCES,ATK_MEAN_AWAY_GOALS_CONCEDED,ATK_MEAN_AWAY_SUBSTITUTIONS_IN,ATK_MEAN_AWAY_SUBSTITUTIONS_OUT
9.0,2.0,4,7.75,855.5,10.5,3,3.0,451.3333333333333,8.333333333333334,3,748.0,11.666666666666666,6.666666666666667,3.6666666666666665,3.6666666666666665,4,3.25,579.0,7.25,5,4.0,734.2,8.8,1,529.0,9.0,8.0,3.0,6.0
