GK_HOME_GOALS_CONCEDED,GK_AWAY_GOALS_CONCEDED,NO_OF_DF_HOME,NO_OF_MF_HOME,NO_OF_ATK_HOME,NO_OF_DF_AWAY,NO_OF_MF_AWAY,NO_OF_ATK_AWAY,DF_SUM_HOME_GOALS_CONCEDED,DF_SUM_HOME_MINUTES_PLAYED,DF_SUM_HOME_APPEARANCES,MF_SUM_HOME_GOALS_CONCEDED,MF_SUM_HOME_MINUTES_PLAYED,MF_SUM_HOME_APPEARANCES,ATK_SUM_HOME_MINUTES_PLAYED,ATK_SUM_HOME_APPEARANCES,ATK_SUM_HOME_GOALS_CONCEDED,ATK_SUM_HOME_SUBSTITUTIONS_IN,ATK_SUM_HOME_SUBSTITUTIONS_OUT,DF_SUM_AWAY_GOALS_CONCEDED,DF_SUM_AWAY_MINUTES_PLAYED,DF_SUM_AWAY_APPEARANCES,MF_SUM_AWAY_GOALS_CONCEDED,MF_SUM_AWAY_MINUTES_PLAYED,MF_SUM_AWAY_APPEARANCES,ATK_SUM_AWAY_MINUTES_PLAYED,ATK_SUM_AWAY_APPEARANCES,ATK_SUM_AWAY_GOALS_CONCEDED,ATK_SUM_AWAY_SUBSTITUTIONS_IN,ATK_SUM_AWAY_SUBSTITUTIONS_OUT,DF_MEAN_HOME_GOALS_CONCEDED,DF_MEAN_HOME_MINUTES_PLAYED,DF_MEAN_HOME_APPEARANCES,MF_MEAN_HOME_GOALS_CONCEDED,MF_MEAN_HOME_MINUTES_PLAYED,MF_MEAN_HOME_APPEARANCES,ATK_MEAN_HOME_MINUTES_PLAYED,ATK_MEAN_HOME_APPEARANCES,ATK_MEAN_HOME_GOALS_CONCEDED,ATK_MEAN_HOME_SUBSTITUTIONS_IN,ATK_MEAN_HOME_SUBSTITUTIONS_OUT,DF_MEAN_AWAY_GOALS_CONCEDED,DF_MEAN_AWAY_MINUTES_PLAYED,DF_MEAN_AWAY_APPEARANCES,MF_MEAN_AWAY_GOALS_CONCEDED,MF_MEAN_AWAY_MINUTES_PLAYED,MF_MEAN_AWAY_APPEARANCES,ATK_MEAN_AWAY_MINUTES_PLAYED,ATK_MEAN_AWAY_APPEARANCES,ATK_MEAN_AWAY_GOALS_CONCEDED,ATK_MEAN_AWAY_SUBSTITUTIONS_IN,ATK_MEAN_AWAY_SUBSTITUTIONS_OUT
9.0,2.0,4,3,3,4,5,1,31.0,3422.0,42.0,9.0,1354.0,25.0,2244.0,35.0,20.0,11.0,11.0,13.0,2316.0,29.0,20.0,3671.0,44.0,529.0,9.0,8.0,3.0,6.0,7.75,855.5,10.5,3.0,451.3333333333333,8.333333333333334,748.0,11.666666666666666,6.666666666666667,3.6666666666666665,3.6666666666666665,3.25,579.0,7.25,4.0,734.2,8.8,529.0,9.0,8.0,3.0,6.0
